"id","District","FIPS","Year","Grade","Measure Type","Variable","Value"
262,"Lebanon School District",901142390,"2008-2009","11","Number","Student Enrollment",144
262,"Lebanon School District",901142390,"2008-2009","12","Number","Student Enrollment",150
262,"Lebanon School District",901142390,"2008-2009","Total","Number","Student Enrollment",1547
461,"Lebanon School District",901142390,"2009-2010","Pre Kindergarten","Number","Student Enrollment",52
461,"Lebanon School District",901142390,"2009-2010","Kindergarten","Number","Student Enrollment",79
461,"Lebanon School District",901142390,"2009-2010","1","Number","Student Enrollment",88
461,"Lebanon School District",901142390,"2009-2010","2","Number","Student Enrollment",86
461,"Lebanon School District",901142390,"2009-2010","3","Number","Student Enrollment",97
461,"Lebanon School District",901142390,"2009-2010","4","Number","Student Enrollment",95
461,"Lebanon School District",901142390,"2009-2010","5","Number","Student Enrollment",96
461,"Lebanon School District",901142390,"2009-2010","6","Number","Student Enrollment",101
461,"Lebanon School District",901142390,"2009-2010","7","Number","Student Enrollment",100
461,"Lebanon School District",901142390,"2009-2010","8","Number","Student Enrollment",109
461,"Lebanon School District",901142390,"2009-2010","9","Number","Student Enrollment",117
461,"Lebanon School District",901142390,"2009-2010","10","Number","Student Enrollment",139
461,"Lebanon School District",901142390,"2009-2010","11","Number","Student Enrollment",164
461,"Lebanon School District",901142390,"2009-2010","12","Number","Student Enrollment",134
461,"Lebanon School District",901142390,"2009-2010","Total","Number","Student Enrollment",1457
658,"Lebanon School District",901142390,"2010-2011","Pre Kindergarten","Number","Student Enrollment",60
658,"Lebanon School District",901142390,"2010-2011","Kindergarten","Number","Student Enrollment",70
658,"Lebanon School District",901142390,"2010-2011","1","Number","Student Enrollment",84
658,"Lebanon School District",901142390,"2010-2011","2","Number","Student Enrollment",88
658,"Lebanon School District",901142390,"2010-2011","3","Number","Student Enrollment",90
658,"Lebanon School District",901142390,"2010-2011","4","Number","Student Enrollment",94
658,"Lebanon School District",901142390,"2010-2011","5","Number","Student Enrollment",97
658,"Lebanon School District",901142390,"2010-2011","6","Number","Student Enrollment",97
658,"Lebanon School District",901142390,"2010-2011","7","Number","Student Enrollment",106
658,"Lebanon School District",901142390,"2010-2011","8","Number","Student Enrollment",101
658,"Lebanon School District",901142390,"2010-2011","9","Number","Student Enrollment",122
658,"Lebanon School District",901142390,"2010-2011","10","Number","Student Enrollment",119
658,"Lebanon School District",901142390,"2010-2011","11","Number","Student Enrollment",128
658,"Lebanon School District",901142390,"2010-2011","12","Number","Student Enrollment",156
658,"Lebanon School District",901142390,"2010-2011","Total","Number","Student Enrollment",1412
856,"Lebanon School District",901142390,"2011-2012","Pre Kindergarten","Number","Student Enrollment",64
856,"Lebanon School District",901142390,"2011-2012","Kindergarten","Number","Student Enrollment",71
856,"Lebanon School District",901142390,"2011-2012","1","Number","Student Enrollment",68
856,"Lebanon School District",901142390,"2011-2012","2","Number","Student Enrollment",79
856,"Lebanon School District",901142390,"2011-2012","3","Number","Student Enrollment",86
856,"Lebanon School District",901142390,"2011-2012","4","Number","Student Enrollment",84
856,"Lebanon School District",901142390,"2011-2012","5","Number","Student Enrollment",93
856,"Lebanon School District",901142390,"2011-2012","6","Number","Student Enrollment",97
856,"Lebanon School District",901142390,"2011-2012","7","Number","Student Enrollment",97
856,"Lebanon School District",901142390,"2011-2012","8","Number","Student Enrollment",104
856,"Lebanon School District",901142390,"2011-2012","9","Number","Student Enrollment",102
856,"Lebanon School District",901142390,"2011-2012","10","Number","Student Enrollment",106
856,"Lebanon School District",901142390,"2011-2012","11","Number","Student Enrollment",119
856,"Lebanon School District",901142390,"2011-2012","12","Number","Student Enrollment",123
856,"Lebanon School District",901142390,"2011-2012","Total","Number","Student Enrollment",1293
1052,"Lebanon School District",901142390,"2012-2013","Pre Kindergarten","Number","Student Enrollment",49
1052,"Lebanon School District",901142390,"2012-2013","Kindergarten","Number","Student Enrollment",82
1052,"Lebanon School District",901142390,"2012-2013","1","Number","Student Enrollment",76
1052,"Lebanon School District",901142390,"2012-2013","2","Number","Student Enrollment",65
1052,"Lebanon School District",901142390,"2012-2013","3","Number","Student Enrollment",81
1052,"Lebanon School District",901142390,"2012-2013","4","Number","Student Enrollment",85
1052,"Lebanon School District",901142390,"2012-2013","5","Number","Student Enrollment",82
1052,"Lebanon School District",901142390,"2012-2013","6","Number","Student Enrollment",92
1052,"Lebanon School District",901142390,"2012-2013","7","Number","Student Enrollment",97
1052,"Lebanon School District",901142390,"2012-2013","8","Number","Student Enrollment",99
1052,"Lebanon School District",901142390,"2012-2013","9","Number","Student Enrollment",109
1052,"Lebanon School District",901142390,"2012-2013","10","Number","Student Enrollment",100
1052,"Lebanon School District",901142390,"2012-2013","11","Number","Student Enrollment",103
1052,"Lebanon School District",901142390,"2012-2013","12","Number","Student Enrollment",118
1052,"Lebanon School District",901142390,"2012-2013","Total","Number","Student Enrollment",1238
1251,"Lebanon School District",901142390,"2013-2014","Pre Kindergarten","Number","Student Enrollment",47
1251,"Lebanon School District",901142390,"2013-2014","Kindergarten","Number","Student Enrollment",48
1251,"Lebanon School District",901142390,"2013-2014","1","Number","Student Enrollment",80
1251,"Lebanon School District",901142390,"2013-2014","2","Number","Student Enrollment",68
1251,"Lebanon School District",901142390,"2013-2014","3","Number","Student Enrollment",66
1251,"Lebanon School District",901142390,"2013-2014","4","Number","Student Enrollment",83
1251,"Lebanon School District",901142390,"2013-2014","5","Number","Student Enrollment",86
1251,"Lebanon School District",901142390,"2013-2014","6","Number","Student Enrollment",78
1251,"Lebanon School District",901142390,"2013-2014","7","Number","Student Enrollment",93
1251,"Lebanon School District",901142390,"2013-2014","8","Number","Student Enrollment",103
1251,"Lebanon School District",901142390,"2013-2014","9","Number","Student Enrollment",96
1251,"Lebanon School District",901142390,"2013-2014","10","Number","Student Enrollment",104
1251,"Lebanon School District",901142390,"2013-2014","11","Number","Student Enrollment",100
1251,"Lebanon School District",901142390,"2013-2014","12","Number","Student Enrollment",106
1251,"Lebanon School District",901142390,"2013-2014","Total","Number","Student Enrollment",1158
1449,"Lebanon School District",901142390,"2014-2015","Pre Kindergarten","Number","Student Enrollment",54
1449,"Lebanon School District",901142390,"2014-2015","Kindergarten","Number","Student Enrollment",59
1449,"Lebanon School District",901142390,"2014-2015","1","Number","Student Enrollment",50
1449,"Lebanon School District",901142390,"2014-2015","2","Number","Student Enrollment",79
1449,"Lebanon School District",901142390,"2014-2015","3","Number","Student Enrollment",72
1449,"Lebanon School District",901142390,"2014-2015","4","Number","Student Enrollment",64
1449,"Lebanon School District",901142390,"2014-2015","5","Number","Student Enrollment",80
1449,"Lebanon School District",901142390,"2014-2015","6","Number","Student Enrollment",78
1449,"Lebanon School District",901142390,"2014-2015","7","Number","Student Enrollment",84
1449,"Lebanon School District",901142390,"2014-2015","8","Number","Student Enrollment",95
1449,"Lebanon School District",901142390,"2014-2015","9","Number","Student Enrollment",99
1449,"Lebanon School District",901142390,"2014-2015","10","Number","Student Enrollment",84
1449,"Lebanon School District",901142390,"2014-2015","11","Number","Student Enrollment",107
1449,"Lebanon School District",901142390,"2014-2015","12","Number","Student Enrollment",100
1449,"Lebanon School District",901142390,"2014-2015","Total","Number","Student Enrollment",1105
1652,"Lebanon School District",901142390,"2015-2016","Pre Kindergarten","Number","Student Enrollment",46
1652,"Lebanon School District",901142390,"2015-2016","Kindergarten","Number","Student Enrollment",64
1652,"Lebanon School District",901142390,"2015-2016","1","Number","Student Enrollment",58
1652,"Lebanon School District",901142390,"2015-2016","2","Number","Student Enrollment",51
1652,"Lebanon School District",901142390,"2015-2016","3","Number","Student Enrollment",80
1652,"Lebanon School District",901142390,"2015-2016","4","Number","Student Enrollment",69
1652,"Lebanon School District",901142390,"2015-2016","5","Number","Student Enrollment",66
1652,"Lebanon School District",901142390,"2015-2016","6","Number","Student Enrollment",79
1652,"Lebanon School District",901142390,"2015-2016","7","Number","Student Enrollment",75
1652,"Lebanon School District",901142390,"2015-2016","8","Number","Student Enrollment",81
1652,"Lebanon School District",901142390,"2015-2016","9","Number","Student Enrollment",94
1652,"Lebanon School District",901142390,"2015-2016","10","Number","Student Enrollment",97
1652,"Lebanon School District",901142390,"2015-2016","11","Number","Student Enrollment",87
1652,"Lebanon School District",901142390,"2015-2016","12","Number","Student Enrollment",107
1652,"Lebanon School District",901142390,"2015-2016","Total","Number","Student Enrollment",1054
66,"Ledyard School District",901142600,"2007-2008","Pre Kindergarten","Number","Student Enrollment",54
66,"Ledyard School District",901142600,"2007-2008","Kindergarten","Number","Student Enrollment",159
66,"Ledyard School District",901142600,"2007-2008","1","Number","Student Enrollment",168
66,"Ledyard School District",901142600,"2007-2008","2","Number","Student Enrollment",161
66,"Ledyard School District",901142600,"2007-2008","3","Number","Student Enrollment",183
66,"Ledyard School District",901142600,"2007-2008","4","Number","Student Enrollment",210
66,"Ledyard School District",901142600,"2007-2008","5","Number","Student Enrollment",227
66,"Ledyard School District",901142600,"2007-2008","6","Number","Student Enrollment",246
66,"Ledyard School District",901142600,"2007-2008","7","Number","Student Enrollment",223
66,"Ledyard School District",901142600,"2007-2008","8","Number","Student Enrollment",197
66,"Ledyard School District",901142600,"2007-2008","9","Number","Student Enrollment",249
66,"Ledyard School District",901142600,"2007-2008","10","Number","Student Enrollment",272
66,"Ledyard School District",901142600,"2007-2008","11","Number","Student Enrollment",293
66,"Ledyard School District",901142600,"2007-2008","12","Number","Student Enrollment",263
66,"Ledyard School District",901142600,"2007-2008","Total","Number","Student Enrollment",2905
263,"Ledyard School District",901142600,"2008-2009","Pre Kindergarten","Number","Student Enrollment",50
263,"Ledyard School District",901142600,"2008-2009","Kindergarten","Number","Student Enrollment",174
263,"Ledyard School District",901142600,"2008-2009","1","Number","Student Enrollment",163
263,"Ledyard School District",901142600,"2008-2009","2","Number","Student Enrollment",159
263,"Ledyard School District",901142600,"2008-2009","3","Number","Student Enrollment",161
263,"Ledyard School District",901142600,"2008-2009","4","Number","Student Enrollment",172
263,"Ledyard School District",901142600,"2008-2009","5","Number","Student Enrollment",208
263,"Ledyard School District",901142600,"2008-2009","6","Number","Student Enrollment",222
263,"Ledyard School District",901142600,"2008-2009","7","Number","Student Enrollment",232
263,"Ledyard School District",901142600,"2008-2009","8","Number","Student Enrollment",225
263,"Ledyard School District",901142600,"2008-2009","9","Number","Student Enrollment",223
263,"Ledyard School District",901142600,"2008-2009","10","Number","Student Enrollment",235
263,"Ledyard School District",901142600,"2008-2009","11","Number","Student Enrollment",269
263,"Ledyard School District",901142600,"2008-2009","12","Number","Student Enrollment",268
263,"Ledyard School District",901142600,"2008-2009","Total","Number","Student Enrollment",2761
462,"Ledyard School District",901142600,"2009-2010","Pre Kindergarten","Number","Student Enrollment",55
462,"Ledyard School District",901142600,"2009-2010","Kindergarten","Number","Student Enrollment",165
462,"Ledyard School District",901142600,"2009-2010","1","Number","Student Enrollment",185
462,"Ledyard School District",901142600,"2009-2010","2","Number","Student Enrollment",164
462,"Ledyard School District",901142600,"2009-2010","3","Number","Student Enrollment",164
462,"Ledyard School District",901142600,"2009-2010","4","Number","Student Enrollment",174
462,"Ledyard School District",901142600,"2009-2010","5","Number","Student Enrollment",174
462,"Ledyard School District",901142600,"2009-2010","6","Number","Student Enrollment",208
